Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
12/8/2017,Saving Bank account 1,transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1665.0,Expense,INR,
2025-04-30,Netbanking,food,Dinner,Medical bill,1464.82,Expense,INR,
1/7/2015,Saving Bank account 1,rent,,,2833.0,Expense,INR,
5/7/2018,Cash,transportation,Train,Place 0 to Place P,20.0,Expense,INR,
2025-01-30,Netbanking,household,Kirana,Movie night,4758.68,Expense,INR,
22/02/2017 21:59:31,Saving Bank account 1,transportation,Taxi,Place 2 to Place 1,5500.0,Expense,INR,
1/2/2016,Saving Bank account 1,investment,Public Provident Fund,,10000.0,Expense,INR,
2025-01-30,Debit Card,transportation,Train,Paid bill,548.26,Expense,INR,
2024-12-29,UPI,money transfer,Money transfer,Movie night,1837.79,Expense,INR,
24/12/2017 19:28:25,Credit Card,gift,,Birthday gift,1364.0,Expense,INR,
12/2/2015,Cash,food,,tea,10.0,Expense,INR,
2025-04-23,Cash,education,Stationary,Train ticket,2648.85,Expense,INR,
2025-03-30,Cash,subscription,Tata Sky,Movie night,522.98,Expense,INR,
2025-02-16,Netbanking,household,Appliances,Lunch at cafe,3416.89,Expense,INR,
2025-05-15,Netbanking,public provident fund,Public Provident Fund,Lunch at cafe,2060.8,Expense,INR,
2025-03-15,Netbanking,grooming,Saloon,Medical bill,2556.67,Expense,INR,
2025-03-02,Credit Card,gift,Gift,Festival shopping,2601.08,Expense,INR,
2024-12-26,Debit Card,apparel,Clothing,Paid bill,2998.47,Expense,INR,
2/7/2017,Saving Bank account 1,food,Ice cream,7 mava kulfie,140.0,Expense,INR,
25/07/2016 10:48:49,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
2025-06-16,UPI,tourism,Trip,UPI transfer,4803.64,Expense,INR,
31/03/2017 21:02:45,Cash,transportation,auto,Place 4 station to Place 4 plaza,15.0,Expense,INR,
2025-05-20,UPI,investment,Mutual fund,Bought groceries,4522.01,Expense,INR,
22/02/2017 22:00:06,Cash,education,Stationary,stamp pad,30.0,Expense,INR,
8/1/2018,Credit Card,household,Hardware,Sony WI-C100 earphones wireless,1399.0,Expense,INR,
2025-04-02,Credit Card,family,Pocket money,Online course,2654.85,Expense,INR,
2025-04-15,Netbanking,beauty,grooming,Paid bill,4664.41,Expense,INR,
24/04/2018 22:24:28,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR,
30/11/2017 20:20:53,Credit Card,health,Health,Family's Glasses,22700.0,Expense,INR,
12/12/2017,Cash,food,Lunch,Catering Service,80.0,Expense,INR,
2025-03-18,Netbanking,water (jar /tanker),water (jar /tanker),Subscription renewal,3948.97,Income,INR,
2025-05-07,Netbanking,money transfer,Money transfer,UPI transfer,2874.11,Expense,INR,
2025-05-01,UPI,beauty,grooming,UPI transfer,4864.22,Expense,INR,
2025-01-20,Credit Card,festivals,Diwali,Medical bill,1458.51,Expense,INR,
2025-01-30,UPI,food,Milk,Subscription renewal,1525.66,Expense,INR,
2025-04-17,Debit Card,family,Pocket money,Online course,2021.97,Expense,INR,
12/4/2018,Credit Card,subscription,Netflix,,199.0,Expense,INR,
2025-02-18,Netbanking,health,Medicine,Lunch at cafe,2204.52,Income,INR,
2025-04-22,Cash,subscription,Netflix,Train ticket,649.0,Expense,INR,
2025-03-09,Netbanking,investment,Mutual fund,Train ticket,2060.88,Expense,INR,
26/11/2015 06:51:26,Saving Bank account 1,other,,audible subscription,199.0,Expense,INR,
2025-05-12,UPI,grooming,Saloon,Paid bill,2381.44,Expense,INR,
2025-02-02,UPI,transportation,Taxi,Lunch at cafe,2736.49,Expense,INR,
2024-12-26,Netbanking,public provident fund,Public Provident Fund,Subscription renewal,1501.66,Expense,INR,
2025-06-12,Credit Card,investment,Mutual fund,Online course,1083.77,Expense,INR,
2025-02-07,Cash,subscription,Spotify,Online course,179.0,Expense,INR,
2025-04-28,Credit Card,festivals,Diwali,Train ticket,2359.76,Expense,INR,
2025-01-05,Credit Card,subscription,Tata Sky,UPI transfer,4626.65,Expense,INR,
2025-02-11,UPI,family,Pocket money,Subscription renewal,4849.31,Expense,INR,
28/08/2018 21:04:56,Saving Bank account 1,dividend earned on shares,,Astral Stocks,6.75,Income,INR,
9/7/2017,Saving Bank account 1,food,beverage,sugarcane juice,20.0,Expense,INR,
2025-05-27,Credit Card,subscription,Amazon Prime,Movie night,1499.0,Expense,INR,
25/12/2017 11:53:26,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,181.0,Expense,INR,
2025-02-04,UPI,self-development,Self-development,Medical bill,2526.91,Expense,INR,
2025-06-16,Netbanking,subscription,Tata Sky,Bought groceries,4182.66,Expense,INR,
2025-05-29,Credit Card,investment,Mutual fund,Train ticket,422.67,Expense,INR,
2025-02-19,UPI,tourism,Trip,Paid bill,2229.35,Expense,INR,
2025-06-18,Cash,subscription,Tata Sky,Subscription renewal,2791.93,Expense,INR,
2025-06-03,Credit Card,subscription,Edtech Course,Movie night,4406.18,Expense,INR,
2025-03-29,Cash,family,Pocket money,Festival shopping,2972.57,Expense,INR,
22/02/2016 21:02:42,Cash,food,snacks,5star (2)+munch(2),40.0,Expense,INR,
2025-02-26,Debit Card,water (jar /tanker),water (jar /tanker),Subscription renewal,1083.8,Expense,INR,
2025-02-24,UPI,transportation,auto,Movie night,1361.22,Income,INR,
6/1/2015,Cash,food,,tea,15.0,Expense,INR,
2025-04-14,UPI,money transfer,Money transfer,Festival shopping,2790.0,Expense,INR,
2025-02-06,Netbanking,household,Appliances,Train ticket,4467.38,Expense,INR,
2/2/2017,Saving Bank account 1,food,Dinner,At restaurant,1160.0,Expense,INR,
1/2/2017,Saving Bank account 1,public provident fund,,,10000.0,Transfer-Out,INR,
3/6/2017,Saving Bank account 1,household,Kirana,Supermart,267.0,Expense,INR,
12/1/2018,Credit Card,household,Kirana,Smart point,226.0,Expense,INR,
2025-06-23,Cash,household,Appliances,Movie night,1006.18,Expense,INR,
4/1/2018,Saving Bank account 1,documents,Updation,Aadhar Address Change,50.0,Expense,INR,
2025-06-05,UPI,household,Kirana,UPI transfer,1337.92,Expense,INR,
2025-06-15,UPI,transportation,Train,Paid bill,2895.62,Expense,INR,
26/02/2017 00:01:25,Cash,household,Kitchen,dustbin + basin sink cover,360.0,Expense,INR,
2025-05-23,Cash,transportation,Taxi,Paid bill,1811.37,Expense,INR,
2025-01-04,Debit Card,subscription,Edtech Course,Paid bill,961.56,Expense,INR,
2025-02-23,Netbanking,apparel,Footwear,UPI transfer,460.04,Expense,INR,
1/7/2018,Saving Bank account 1,public provident fund,,,12500.0,Transfer-Out,INR,
2025-05-29,Debit Card,subscription,Tata Sky,UPI transfer,3874.48,Expense,INR,
2025-03-28,Debit Card,subscription,Airtel,Lunch at cafe,4626.65,Expense,INR,
2025-02-12,Credit Card,subscription,Spotify,Medical bill,179.0,Expense,INR,
2025-01-30,UPI,social life,Leisure,Bought groceries,2481.35,Expense,INR,
2025-05-21,Debit Card,tourism,Trip,Train ticket,2833.17,Expense,INR,
2025-06-06,UPI,transportation,Train,Medical bill,518.22,Expense,INR,
2024-12-29,UPI,festivals,Holi,Movie night,2146.71,Expense,INR,
27/01/2015 18:34:10,Cash,food,,tea,30.0,Expense,INR,
2025-06-15,Netbanking,subscription,Tata Sky,Lunch at cafe,955.58,Expense,INR,
21/07/2018 18:37:38,Saving Bank account 1,food,snacks,2 Bhajipav + 2 vadapav,60.0,Expense,INR,
2025-01-18,Debit Card,investment,Mutual fund,Bought groceries,2666.46,Expense,INR,
29/01/2017 19:24:30,Cash,food,Milk,half liter buffalo,35.0,Expense,INR,
2025-03-17,UPI,subscription,DishTV,Paid bill,939.56,Expense,INR,
2025-05-29,Debit Card,transportation,auto,Train ticket,3901.8,Expense,INR,
2025-05-02,Netbanking,family,Pocket money,Movie night,2437.39,Expense,INR,
2025-05-22,Netbanking,transportation,Train,Subscription renewal,4358.04,Expense,INR,
2025-02-04,Netbanking,subscription,Tata Sky,Online course,1067.2,Expense,INR,
1/2/2015,Cash,food,,milk half shakti,26.0,Expense,INR,
2025-06-01,Netbanking,social life,Leisure,Medical bill,3710.03,Expense,INR,
2025-04-15,Cash,household,Appliances,Festival shopping,86.62,Expense,INR,
2025-01-30,Debit Card,food,snacks,Paid bill,2147.4,Income,INR,
31/01/2018 08:21:09,Saving Bank account 1,salary,,From workplace ,64636.0,Income,INR,
2/3/2015,Cash,food,Tea,,30.0,Expense,INR,
13/01/2015 18:52:47,Cash,other,,Internet renewal,500.0,Expense,INR,
2025-01-08,UPI,water (jar /tanker),water (jar /tanker),Online course,3679.35,Expense,INR,
2025-04-22,UPI,recurring deposit,Recurring Deposit,Movie night,1378.1,Expense,INR,
2025-01-10,Cash,recurring deposit,Recurring Deposit,Movie night,1906.99,Expense,INR,
2025-05-12,UPI,festivals,Diwali,Online course,3605.17,Expense,INR,
2025-02-06,Debit Card,other,Donation,Lunch at cafe,2212.93,Expense,INR,
2025-01-18,Debit Card,tourism,Trip,Medical bill,3088.13,Expense,INR,
2024-12-31,Debit Card,household,Appliances,Bought groceries,3787.07,Expense,INR,
2025-05-25,Netbanking,health,Medicine,Paid bill,3036.67,Expense,INR,
2025-06-04,Credit Card,subscription,Amazon Prime,Bought groceries,1499.0,Expense,INR,
2025-03-10,Netbanking,grooming,Saloon,Movie night,2704.85,Expense,INR,
2025-04-18,Credit Card,subscription,Airtel,Lunch at cafe,1722.77,Expense,INR,
2025-03-03,Debit Card,food,Grocery,Paid bill,2357.34,Expense,INR,
2025-06-10,Credit Card,self-development,Self-development,Online course,4707.03,Expense,INR,
18/10/2015 21:35:17,Saving Bank account 1,transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803.0,Expense,INR,
2025-01-19,Cash,water (jar /tanker),water (jar /tanker),Paid bill,1741.15,Expense,INR,
2025-02-18,Debit Card,subscription,DishTV,Medical bill,4588.26,Expense,INR,
2025-01-01,UPI,tourism,Trip,Movie night,3179.97,Expense,INR,
2025-05-22,Netbanking,other,Donation,Festival shopping,1075.96,Expense,INR,
2025-02-06,UPI,tourism,Trip,Online course,3362.54,Expense,INR,
5/11/2015,Cash,food,Dinner,12 eggs,84.0,Expense,INR,
26/12/2015 07:27:26,Saving Bank account 1,other,,audible subscription,199.0,Expense,INR,
2025-04-27,Netbanking,self-development,Self-development,Medical bill,933.06,Expense,INR,
2025-01-17,Debit Card,food,snacks,Festival shopping,4183.12,Expense,INR,
2025-03-06,UPI,subscription,Netflix,Online course,499.0,Expense,INR,
7/9/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
2025-03-12,Debit Card,public provident fund,Public Provident Fund,Festival shopping,1972.74,Expense,INR,
2025-03-19,UPI,food,snacks,Festival shopping,657.47,Expense,INR,
2025-04-25,Cash,beauty,grooming,Subscription renewal,2327.13,Expense,INR,
2025-03-13,UPI,apparel,Footwear,Lunch at cafe,2346.21,Expense,INR,
2025-06-04,Debit Card,family,Pocket money,Lunch at cafe,3898.68,Expense,INR,
2025-05-16,UPI,subscription,Netflix,Movie night,499.0,Income,INR,
2025-01-30,Cash,food,snacks,Lunch at cafe,4962.5,Expense,INR,
2025-02-01,Debit Card,subscription,Edtech Course,Lunch at cafe,3438.58,Income,INR,
2/2/2018,Saving Bank account 1,gpay reward,,,6.0,Income,INR,
2025-03-08,UPI,grooming,Saloon,Online course,4470.83,Expense,INR,
2025-06-23,Cash,social life,Leisure,Paid bill,1820.22,Expense,INR,
29/07/2017 09:48:55,Saving Bank account 1,transportation,auto,ola auto - Current Residence to hospital Place 6,97.0,Expense,INR,
5/7/2016,Saving Bank account 1,investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,
27/06/2018 18:46:48,Cash,household,gadgets,Mouse pad,100.0,Expense,INR,
2025-04-26,Netbanking,apparel,Clothing,Lunch at cafe,2752.85,Expense,INR,
2025-06-10,UPI,education,Stationary,Train ticket,4207.74,Expense,INR,
2025-05-12,UPI,other,Donation,UPI transfer,3513.09,Expense,INR,
10/5/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
2025-05-13,Debit Card,social life,Leisure,UPI transfer,2662.79,Expense,INR,
2025-03-01,UPI,investment,Mutual fund,Movie night,3255.17,Expense,INR,
2025-02-06,Cash,money transfer,Money transfer,Medical bill,4503.95,Expense,INR,
2025-01-09,Cash,water (jar /tanker),water (jar /tanker),Medical bill,1993.53,Expense,INR,
1/4/2018,Saving Bank account 2,interest,,interest paid,345.0,Income,INR,
22/10/2017,Saving Bank account 1,equity mutual fund c,,,1000.0,Transfer-Out,INR,
2025-05-05,Credit Card,money transfer,Money transfer,Bought groceries,192.35,Expense,INR,
2025-05-03,Debit Card,subscription,Edtech Course,Movie night,809.84,Expense,INR,
4/12/2017,Recurring Deposit,maturity amount,,Premature closure of RD3 & RD4,14086.0,Income,INR,
2025-02-14,Credit Card,festivals,Holi,Subscription renewal,1968.67,Expense,INR,
2025-03-23,Credit Card,festivals,Diwali,Medical bill,2077.93,Expense,INR,
18/04/2017 13:19:27,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
2025-01-27,Credit Card,social life,Leisure,Movie night,96.85,Expense,INR,
2025-05-15,Debit Card,rent,Rent,Train ticket,3643.6,Expense,INR,
2025-02-25,Credit Card,apparel,Footwear,Train ticket,86.84,Expense,INR,
2025-03-19,Debit Card,education,Stationary,Movie night,3128.01,Expense,INR,
2025-06-21,Netbanking,transportation,Taxi,Train ticket,1835.85,Expense,INR,
2025-05-01,Debit Card,food,snacks,Movie night,3535.4,Expense,INR,
2025-04-29,Debit Card,subscription,Edtech Course,Subscription renewal,1796.24,Expense,INR,
2025-04-11,UPI,investment,Mutual fund,Train ticket,4854.3,Expense,INR,
2025-04-07,Debit Card,subscription,Spotify,Bought groceries,119.0,Income,INR,
4/4/2015,Cash,other,,cleaning drainage,300.0,Expense,INR,
2025-04-19,Credit Card,gift,Gift,Lunch at cafe,4513.07,Expense,INR,
19/02/2015 11:38:58,Cash,food,,milk 1lit ,60.0,Expense,INR,
2025-03-14,Debit Card,festivals,Holi,Lunch at cafe,4276.77,Expense,INR,
2025-02-10,Netbanking,household,Appliances,Festival shopping,1307.5,Income,INR,
1/1/2018,Saving Bank account 1,money transfer,Home,,30000.0,Expense,INR,
2025-02-25,Credit Card,water (jar /tanker),water (jar /tanker),Online course,877.57,Expense,INR,
2025-02-12,Netbanking,other,Donation,Paid bill,2336.39,Expense,INR,
2025-03-17,UPI,self-development,Self-development,Online course,1205.42,Expense,INR,
2025-04-23,UPI,recurring deposit,Recurring Deposit,Train ticket,4680.17,Expense,INR,
2025-06-06,UPI,festivals,Holi,UPI transfer,133.67,Expense,INR,
2025-05-31,Credit Card,culture,Movie,Festival shopping,2695.07,Expense,INR,
27/05/2018 10:50:10,Cash,household,Kirana,Soap + dahya pav kg,75.0,Expense,INR,
24/02/2017 13:09:50,Cash,food,Lunch,At restaurant,100.0,Expense,INR,
2024-12-25,Cash,money transfer,Money transfer,Medical bill,1487.56,Expense,INR,
2025-04-10,Cash,recurring deposit,Recurring Deposit,Festival shopping,1776.86,Expense,INR,
2025-02-08,UPI,festivals,Diwali,Online course,697.17,Expense,INR,
2025-02-19,Cash,family,Pocket money,Movie night,1985.2,Expense,INR,
2025-06-05,Debit Card,food,snacks,Train ticket,3553.39,Expense,INR,
2025-01-07,UPI,health,Medicine,Movie night,436.05,Expense,INR,
31/10/2015 12:08:54,Cash,food,snacks,sweats,250.0,Expense,INR,
19/01/2018 22:23:35,Cash,food,Bread,Flatbread 6 pcs,20.0,Expense,INR,
2025-01-25,Netbanking,education,Stationary,Paid bill,1260.43,Expense,INR,
2025-04-14,Netbanking,rent,Rent,Medical bill,882.09,Expense,INR,
11/5/2015,Saving Bank account 1,recurring deposit,,,1000.0,Expense,INR,
2025-06-09,Credit Card,culture,Movie,UPI transfer,1542.93,Expense,INR,
27/01/2015 18:34:20,Cash,food,,chana chat,15.0,Expense,INR,
2025-01-31,Netbanking,apparel,Clothing,UPI transfer,2352.08,Expense,INR,
2025-05-14,Debit Card,education,Stationary,Movie night,123.76,Expense,INR,
2025-02-21,Credit Card,social life,Leisure,Subscription renewal,335.03,Expense,INR,
2025-02-04,UPI,food,Grocery,Subscription renewal,4090.83,Expense,INR,
2025-05-07,Cash,festivals,Diwali,Movie night,1843.12,Expense,INR,
5/6/2015,Saving Bank account 1,recurring deposit,,,1000.0,Expense,INR,
2025-04-03,Cash,subscription,Netflix,Medical bill,149.0,Expense,INR,
2025-02-16,Debit Card,tourism,Trip,Medical bill,537.87,Expense,INR,
22/08/2017 16:11:00,Cash,family,Pocket money,,5000.0,Expense,INR,
2025-02-01,Debit Card,self-development,Self-development,Bought groceries,1161.58,Expense,INR,
2025-02-24,Netbanking,recurring deposit,Recurring Deposit,Train ticket,2505.71,Expense,INR,
2025-04-03,Debit Card,transportation,Taxi,Paid bill,3906.83,Expense,INR,
20/05/2018 14:06:20,Saving Bank account 1,family,misc,"Soap, shampoo, razor",122.0,Expense,INR,
12/2/2018,Saving Bank account 1,food,curd,3 packets,30.0,Expense,INR,
2025-02-20,Credit Card,subscription,Tata Sky,Festival shopping,3745.06,Expense,INR,
2025-03-26,Credit Card,subscription,Spotify,Bought groceries,7.0,Income,INR,
2025-04-22,UPI,culture,Movie,Medical bill,3339.37,Expense,INR,
3/7/2018,Cash,maid,,,500.0,Expense,INR,
13/08/2018,Saving Bank account 1,small cap fund 1,,,5000.0,Transfer-Out,INR,
2025-02-18,Cash,tourism,Trip,Online course,345.8,Expense,INR,
8/2/2016,Saving Bank account 1,investment,Mutual fund,Mutual fund B,1000.0,Expense,INR,
2025-03-16,Credit Card,apparel,Clothing,Movie night,1072.39,Expense,INR,
1/11/2015,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-06-15,Netbanking,transportation,Train,Lunch at cafe,4875.57,Expense,INR,
2025-03-22,Cash,self-development,Self-development,Festival shopping,1224.91,Expense,INR,
2025-02-28,Netbanking,transportation,Train,Train ticket,1306.92,Expense,INR,
2025-04-04,UPI,subscription,Airtel,Medical bill,2937.6,Income,INR,
2025-02-13,Credit Card,food,Lunch,UPI transfer,615.48,Expense,INR,
2025-04-19,Debit Card,transportation,Train,Medical bill,4049.33,Expense,INR,
2025-05-16,Credit Card,food,Grocery,Subscription renewal,645.42,Income,INR,
2025-03-26,UPI,subscription,Tata Sky,Subscription renewal,1181.22,Expense,INR,
2025-04-02,Netbanking,grooming,Saloon,Bought groceries,3355.89,Expense,INR,
2025-01-13,Netbanking,food,Grocery,Online course,772.91,Expense,INR,
2025-02-06,Cash,subscription,DishTV,Online course,217.95,Expense,INR,
31/07/2016 18:50:51,Cash,other,,frame for specs,250.0,Expense,INR,
8/7/2018,Cash,transportation,Taxi,Ola cab - Current Residence CHS to eye institute,130.0,Expense,INR,
2025-06-15,UPI,recurring deposit,Recurring Deposit,Subscription renewal,4757.66,Expense,INR,
1/5/2017,Cash,maid,,,1000.0,Expense,INR,
26/02/2017 23:59:58,Cash,transportation,Train,Place 0 to WS returns,20.0,Expense,INR,
2025-01-31,Netbanking,subscription,DishTV,Bought groceries,1939.77,Expense,INR,
20/07/2017 19:32:11,Saving Bank account 1,food,Grocery,,88.0,Expense,INR,
2025-01-07,Netbanking,festivals,Diwali,Online course,4888.32,Expense,INR,
2025-06-16,Netbanking,festivals,Holi,Train ticket,4385.52,Expense,INR,
13/02/2017 17:20:15,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,
2025-05-07,UPI,festivals,Diwali,Subscription renewal,2890.7,Expense,INR,
2025-06-16,Credit Card,self-development,Self-development,Movie night,121.28,Expense,INR,
4/2/2018,Saving Bank account 1,food,Lunch,Catering Service,50.0,Expense,INR,
2024-12-29,Cash,subscription,Airtel,Online course,3434.92,Expense,INR,
2025-04-14,UPI,water (jar /tanker),water (jar /tanker),Train ticket,1517.56,Expense,INR,
3/11/2016,Saving Bank account 1,health,Medicine,medicine,700.0,Expense,INR,
17/04/2017 19:56:53,Saving Bank account 1,food,Dinner,"The X restaurant, Place 1",1076.0,Expense,INR,
4/7/2018,Cash,health,Hospital,Doctor Fees,100.0,Expense,INR,
28/07/2018 20:45:00,Credit Card,household,Kirana,Supermart,3750.0,Expense,INR,
2025-05-10,Netbanking,health,Medicine,Movie night,4333.75,Expense,INR,
2025-05-24,Debit Card,festivals,Holi,Bought groceries,1079.65,Expense,INR,
22/10/2017 18:35:25,Cash,transportation,auto,Current Residence to Place 1 bus stop highway,50.0,Expense,INR,
11/5/2015,Saving Bank account 1,investment,Mutual fund, mutual fund,1000.0,Expense,INR,
2025-01-18,UPI,investment,Mutual fund,Festival shopping,252.23,Expense,INR,
2025-03-05,Netbanking,food,snacks,Festival shopping,1936.3,Expense,INR,
22/01/2015 16:44:45,Cash,food,,snacks,33.0,Expense,INR,
2025-04-02,Debit Card,subscription,Airtel,Paid bill,1434.06,Expense,INR,
22/06/2017 23:03:08,Cash,transportation,train,2 Place 0 to WS returns,20.0,Expense,INR,
